0.0,0.0,0.0
0.0,0.1,4.7705123727085025e-15
0.0,0.2,5.0237591864288326e-15
0.0,0.3,2.7755575615628914e-16
0.0,0.4,4.551914400963142e-15
0.0,0.5,6.124765689859855e-15
0.0,0.6,6.883382752675971e-15
0.0,0.7,4.440892098500626e-15
0.0,0.8,6.661338147750939e-15
0.0,0.9,3.532098533477439e-15
0.0,1.0,1.9984014443252818e-15
0.0,1.1,1.0278506239417504e-15
0.0,1.2,1.7763568394002503e-15
0.0,1.3,1.1102230246251565e-15
0.0,1.4,2.220446049250313e-15
0.0,1.5,9.770089005195927e-15
0.0,1.6,1.0120163495020187e-14
0.0,1.7,3.542724976848011e-15
0.0,1.8,2.220446049250313e-15
0.0,1.9,7.885402239190605e-15
0.0,2.0,3.9968028886505635e-15
0.0,2.1,5.001570898692866e-15
0.0,2.2,1.1054939780638015e-14
0.0,2.3,8.025699322921669e-15
0.0,2.4,2.8142216444213393e-15
0.0,2.5,2.275957200481571e-15
0.0,2.6,4.440892098500626e-15
0.0,2.7,5.174724329250171e-15
0.0,2.8,9.982749621822688e-15
0.0,2.9,8.216700996511414e-15
0.0,3.0,6.64802298047466e-15
0.0,3.1,4.4408920985006257e-16
0.0,3.2,4.447116209995125e-15
0.0,3.3,4.4408920985006257e-16
0.0,3.4,1.0041229229957883e-14
0.0,3.5,4.287451431887294e-15
0.0,3.6,4.4233484124503115e-15
0.0,3.7,8.881784197001252e-15
0.0,3.8,2.6487292539727194e-15
0.0,3.9,3.4189080190515227e-15
0.0,4.0,1.6451030119084416e-14
0.0,4.1,3.366142071313607e-15
0.0,4.2,0.0
0.0,4.3,4.097630900638183e-15
0.0,4.4,2.664535259100376e-15
0.0,4.5,0.0
0.0,4.6,4.1155906768051624e-15
0.0,4.7,5.329070518200752e-15
0.0,4.8,4.221210113783586e-15
0.0,4.9,1.509903313490213e-14
0.0,5.0,3.1703281536433138e-15
0.0,5.1,3.5527136788005005e-15
0.0,5.2,1.7763568394002503e-15
0.0,5.3,4.440892098500626e-15
0.0,5.4,2.4487067015529233e-15
0.0,5.5,7.993605777301127e-15
0.0,5.6,1.8100447635512156e-15
0.0,5.7,1.7763568394002503e-15
0.0,5.8,1.8529835144581194e-15
0.0,5.9,5.7604747826721206e-15
0.0,6.0,3.753184588187719e-15
0.0,6.1,2.673771110915334e-15
0.0,6.2,3.5527136788005005e-15
0.0,6.3,9.276054185076698e-16
0.0,6.4,8.881784197001251e-16
0.0,6.5,4.782987168225453e-15
0.0,6.6,8.881784197001251e-16
0.0,6.7,0.0
0.0,6.8,2.664535259100376e-15
0.0,6.9,8.881784197001251e-16
0.0,7.0,2.2386984935908264e-15
0.0,7.1,5.329070518200752e-15
0.0,7.2,7.993605777301127e-15
0.0,7.3,1.7763568394002503e-15
0.0,7.4,0.0
0.0,7.5,2.664535259100376e-15
0.0,7.6,5.617333549722722e-15
0.0,7.7,6.547193030848605e-15
